Brake Pad Thickness,Brake Rotor Temperature,Braking Pressure,Brake Pedal Force,Vehicle Speed at Braking,Brake Fluid Quality,Time Since Last Replacement,Brake System Fault Codes,Rotor Temp Spike Detection,Brake Pressure Consistency,ABS Activity Frequency,Vibration Sensor Data,Deceleration Rate,Wheel Speed Variation,ABS Sensor Readings,Brake Fluid Pressure,Brake Pedal Position Sensor,Brake Warning Indicator,Brake Caliper Temperature,Brake Pedal Response Time,RUL
9.91799357095777,78.15386610511126,24.405671869772295,30,45,95.89727609093597,-1476.436487618479,0,0,-0.13700678034116526,0,-0.05260298469890584,2.187586271003665,-0.02306496763143086,0.9006765035181885,48.91224000055638,1.0570462167542327,0,62.672877668492184,0.09130662666812671,50.80856234545216
10.142455408736948,71.29277535100015,58.3712493209685,70,46,98.7906928754266,883.5105656246723,0,0,-0.4882689898002167,0,4.585613718221782,2.282281840447264,-0.01633555683368808,0.8976100269123932,49.09799132540674,0.9991514922369185,0,61.363947269724584,0.07686866925638638,55.722395011201826
9.954267230439854,74.19276808917945,46.69246162813953,70,101,94.13429698100862,883.6691427799176,0,0,-0.8704791114938993,0,0.19399782493047504,2.304608726224324,0.033293943644491834,0.8993648368327107,50.14689897308605,1.0684784332832706,0,51.47767601468774,0.10431303855165025,52.856124733151965
9.998470279439479,88.68533938874107,65.57241748795542,30,95,100.69691582498649,937.1600804151474,0,0,-1.5360644981306735,0,0.07014825655920476,1.978197691419804,0.027418774815457965,1.0243042028218057,55.97472103322846,0.9374658692749559,0,69.88263558774717,0.05144617341746994,45.38490950144258
9.961632888980475,60.23980359884279,50.561970940050465,50,55,105.85474388355641,1234.0868977182658,1,0,-0.09858106270611959,0,0.19033110167784784,2.2584587718964677,-0.008158413423634757,0.9748960296641278,55.35201809771763,0.9748344203310043,0,52.769086598896436,0.14526879199408615,58.66413532248405
9.961622794317556,85.2053226680435,58.30607195959976,30,103,100.34463319582837,-487.68463918010997,0,0,0.0018775459247378783,0,-0.09453697443944752,2.330843581102063,0.014800581901584895,0.9893726569246747,50.36693069642281,1.049659138643519,0,73.1313077670906,0.09468208330181042,47.076640217407004
9.992646918532255,59.23801346632684,42.0986006790557,30,94,100.24224661568434,-556.7484868663424,0,0,0.033694215782413404,0,0.28786142852730773,1.767424771794858,-0.01943555857409532,1.006906191846448,43.47863897527869,0.9724219028793165,0,67.46533399872453,0.09565443293288771,60.39458748796398
9.753443718021854,73.4985113187667,51.07537224234927,90,62,108.05628752701682,384.4878464099614,0,0,-0.8129012031965182,0,-0.09435550811101819,2.399488571939801,-0.08239455754527247,1.228586033975998,52.58519217294849,1.0633762996953704,0,53.49398222107299,0.09963452082383319,49.90265519885152
9.977912083654248,51.22485483855082,63.604448741992826,90,56,95.60543576543307,-176.79655505824138,0,0,1.7000032278585273,0,-0.13908437122344994,1.7071632971379929,-0.0634489152697192,1.1315685337432466,47.45747800241967,1.0561529070840203,0,77.99304745323812,0.08475933523755592,64.6415091517354
10.155685308131025,71.68093895126671,35.28393014312858,90,27,97.35288859030895,-1415.3105963687426,0,0,-2.024860708820316,0,0.08447236317868502,2.3259473346222244,-0.07392841999629239,1.0692776506569506,51.68849989675052,0.9841629934609918,0,37.72699978016352,0.13676915131367556,56.26415686591975
9.950229142499746,75.2815403683952,49.39966991426964,30,79,102.93182026998316,1157.9538096309402,0,0,0.8289856580770504,0,-0.18420928252553764,2.0560686733611595,0.019634235769065117,0.9332268426881878,43.16571011876475,0.8934849807671957,0,55.38905049456771,0.07832740746521183,51.33674845187535
10.026715676725642,72.18839150222551,43.92747446120802,90,103,98.5629559238173,704.5590244146882,0,0,-0.4355149511017339,0,-0.04631763266435321,2.8067141483986697,0.13442669305746213,1.094852210590919,54.43497278873259,1.0018471749351414,0,43.365651289077704,0.09616205741452767,54.175753618879
10.108368146496066,56.71456299694237,50.90726181314112,30,69,101.29149567590696,286.0800891290517,0,0,-0.005294965581076215,0,0.05486425098215354,2.2884245950983897,0.008746759914672797,1.1229194632299444,54.30258131358622,1.0871262692833872,0,43.35686280118749,0.14228762900347736,62.540034381072964
9.928161885267318,73.68020569615312,36.87531369789221,30,55,100.08492061906037,-1442.0028500606054,0,0,0.15271724323291935,0,0.08405755643608283,2.149414084672402,0.018875553788257605,0.9580187209543114,56.566010387259155,0.9527993353703631,0,30.907937644001944,0.14008827197223395,52.7214245127027
10.069503489150756,54.35330323809683,66.47335476663157,50,53,98.00902110267243,533.347923409486,0,0,-0.558935210684383,0,-0.03503506178239832,2.906596688245983,-0.06313237027088825,0.9913478529052765,48.87584137179345,0.9452041583390571,0,58.40676689060734,0.08422851320951426,63.610811577510006
9.857036426157583,84.02892897875044,40.921194504171396,50,81,96.1667430264694,1048.8576954289767,0,0,0.21400319678494206,0,-0.021156364892409695,2.839799122476922,-0.0165649750909,1.1059995920378276,56.7355124656591,1.0323551034308047,0,52.054650066316555,0.10354867957614305,46.729453930467876
9.91330714402609,66.90121219950261,59.591837456035385,90,114,93.87580531432812,-1589.413306270833,0,0,1.3938962344339165,0,0.08197133549339186,2.253479832449948,-0.06312530619972533,0.952570221991912,55.088688716607535,1.0221992129138626,0,73.5831982396694,0.12054435643615395,56.612767470330944
10.023309873860796,72.41296973349955,56.62052639601868,50,59,102.71673624915354,2042.0558778525847,0,0,-0.32147282725359627,0,0.1293186167480139,2.668833385688679,0.000820769977748535,0.9250226057493994,44.902533756010776,1.0213997640644756,0,55.56649670620997,0.11816167658846387,53.346529071372316
10.00374892895007,53.07829353559959,37.03381093404431,70,71,106.94808930436562,188.70621718714096,0,0,0.30225931795717004,0,-0.12825444372637262,2.6527427536845867,-0.03370848024628622,0.9430817359519321,50.35036331384278,0.9587637018467063,0,60.86796276278962,0.10359634128626631,62.76579234782693
9.922275080383022,67.40931702902311,60.466173294653544,70,99,87.61729373168316,-442.60813763544934,0,0,0.21563134576540632,0,0.03432729384129992,2.943191992226826,0.004547757735793668,0.7461022158525026,57.67788689108655,0.994991456256431,0,49.47812041463289,0.11638573304995772,56.844884543677445
