Brake Pad Wear Level,Brake Fluid Pressure,Temperature of Brake Components,Vibration Data,Brake Response Time,Vehicle Speed During Braking,ABS Activation Frequency,RUL
0.5993428306022466,0.5092192442122608,0.4328877962650368,0.5530804312026699,0.6174814057585691,0.5784865175311606,0.33218351900227705,0.5262137967822539
0.4723471397657631,0.6139614989220498,0.5053603749393315,0.614682540482089,0.31210190552461725,0.5951016144389535,0.22186423043830536,0.5266562821513747
0.6295377076201385,0.6586394466578356,0.45869097246386326,0.49973798242710893,0.46722049441225366,0.6096442317881372,0.3691356381080525,0.35483393947879516
0.8046059712816052,0.888768765734019,0.5178006271888294,0.011500461807646023,0.49583399766186653,0.742029219246927,0.24096383081946693,0.1692760324256891
0.4531693250553328,0.7556553124533758,0.5678774533933216,0.36891551349444807,0.5015908658399632,0.48791740372698844,0.3749555037445128,0.5656490268046226
0.4531726086101639,0.5664518430900108,0.7255731729497077,0.16885848501661696,0.5180496056078081,0.473047951273101,0.2725888524619278,0.5661565208483825
0.8158425631014783,0.7486036289417637,0.5518261441941447,0.35947884541638525,0.5610439819809493,0.7854929613214463,0.12789528743703368,0.23168883055484735
0.6534869458305818,0.5452696011061634,0.3621561439845611,0.5960008472267788,0.49645925609546493,0.5306032887178053,0.20175837595190627,0.3002099459519676
0.4061051228130096,0.8082691053887073,0.771010176974274,0.46103016717499457,0.46319417178563194,0.4105446969634401,0.25695852913127154,0.5782701332799274
0.6085120087171929,0.652887534818212,0.4744364799577441,0.6296181732794865,0.45924106553403043,0.5272305086850195,0.43681890237485776,0.4930152774440172
0.40731646143750755,0.6906363811260828,0.5911919359343056,0.4683507841427079,0.4388484197961645,0.5504920897133998,0.39011436305292246,0.6039130702249921
0.4068540492859486,0.832579664754219,0.6669804760411067,0.1403348120662195,0.5787543324326865,0.8332444091588647,0.4623861412322142,0.5845197320477141
0.5483924543132068,0.571283643141575,0.6299415627604174,0.0,0.43534715205234853,0.7387239318565105,0.46536352160298583,0.40452665740760807
0.11734395106844042,0.5602881814887009,0.7641269321282214,0.42976175233591807,0.5846771109008244,0.7721280924948363,0.2465249195409085,0.9079527642225972
0.1550164334973934,0.6416400673653995,0.6718504715089137,0.35721470672976696,0.5018999082259871,0.7229960463520179,0.281151314024117,0.8965344773547288
0.38754249415180547,0.8038378851019317,0.4708035630454338,0.2046108521236236,0.44787451931438704,0.741936550742297,0.25887200756694617,0.6561868881386849
0.29743377593311526,0.5480653924523157,0.9267843260987492,0.05987455006972442,0.5618407215744134,0.4967876810129523,0.23284893946989232,0.6896261808864389
0.5628494665190548,0.41678444018894306,0.629150019500735,0.25305135730545814,0.4272546075276882,0.5702096766969773,0.11585052906635412,0.455213147649122
0.3183951848957578,0.6548841141591001,0.577898966006774,0.3611017030270448,0.5638184040728212,0.4515127030464676,0.29852522819831573,0.7651877869366728
0.2175392597329417,0.755174079991092,0.7445888134583356,0.533175564741278,0.5212726121191785,0.568426795419445,0.17144344062888892,0.8360048548756317
0.7931297537843108,0.8200261749738829,0.6374176418895108,0.43772621631359604,0.44036753109080795,0.7026157486402111,0.29658281184656726,0.1676621091060232
0.45484473990269286,0.65368386379146,0.659884228940899,0.7216134494345459,0.5528634815334559,0.620187492721837,0.5115770809562985,0.41785500686623356
0.5135056409375848,0.6588573392883997,0.9738275997901029,0.19287918879092114,0.5546589725688639,0.7967221228440442,0.24906549036692913,0.501332984416627
0.21505036275730866,0.8153900734255747,0.558731785761743,0.5762117784114867,0.6157519605809958,0.4287876311659171,0.3194774005628067,0.8248780435801131
0.3911234550949635,0.5130258300304579,0.5523358658973906,0.40945974862574563,0.5966147012409296,0.6750357526047359,0.3906648385809283,0.5544153203113734
0.5221845179419732,0.6611479224816991,0.6174867768018696,0.538933824823717,0.5491274020726283,0.4127545797196023,0.32802912919659066,0.47737600595188795
0.2698012845155394,0.7190423889925057,0.7607273903371558,0.3126970273468913,0.38724090487912366,0.6141264703760463,0.32924841879422956,0.7170137621908066
0.5751396036691344,0.7449218721285034,0.3740198954714401,0.614336074778118,0.7448586988174057,0.7110500133834718,0.263759756631192,0.4300747124424755
0.379872262016239,0.6490193306809117,0.3051666162785242,0.4590449516690486,0.35963837889281897,0.567824614976367,0.2768122024938767,0.5928929236277753
0.44166125004134466,0.7034441011705841,0.5119327094069779,0.26411100301645013,0.5949263174282309,0.6826689906130433,0.20399894778121716,0.6228642998400551
0.37965867755412064,0.451167264658701,0.3549115561411069,0.3975951942173624,0.5431283816886299,0.4560401497750599,0.38460450088894077,0.6277397664775175
0.8704556369017875,0.6341751587666151,0.5362752978711542,0.35208882821258014,0.38258576275188855,0.35044650327054255,0.1258508343385904,0.08559351878997498
0.4973005550524132,0.7453508712554467,0.6753749544193935,0.49783567012755875,0.48756990611215006,0.6835544433731704,0.3971088338382202,0.5485725526272728
0.2884578142088199,0.601770596574532,0.46638767046716045,0.16404465012509828,0.49212471137553593,0.8616015351113598,0.15963016152547574,0.6483328059915948
0.6645089824206378,0.7058984221589597,0.38597601348279864,0.39412965957686114,0.6305582715810524,0.4505932589745162,0.3962607274076652,0.3997157364561188
0.25583127000579553,0.7446872500802697,0.6104005742573022,0.4790614505298662,0.4286689099719788,0.7833291270160192,0.26461824737878187,0.7937217012053327
0.5417727190009511,0.6657450799142235,0.7293815226922755,0.4066046614386067,0.4738054993575646,0.6065135113224617,0.17681313118669195,0.5277160457650881
